country	Date	People partly vaccinated	people fully vaccinated
Andorra	2021-01-25	576
Andorra	2021-02-01	1036
Argentina	2021-01-20	243539	4394
Argentina	2021-01-21	249372	16352
Argentina	2021-01-22	254456	25146
Argentina	2021-01-23	258876	29188
Argentina	2021-01-24	260036	31987
Argentina	2021-01-25	260122	32264
Argentina	2021-01-26	266969	38911
Argentina	2021-01-27	272323	45710
Argentina	2021-01-28	276548	51451
Argentina	2021-01-29	278451	65583
Argentina	2021-01-30	281023	85361
Argentina	2021-02-01	281577	94274
Argentina	2021-02-03	284196	112366
Argentina	2021-02-04	297717	146301
Argentina	2021-02-06	307501	163882
Argentina	2021-02-07	319316	181836
Austria	2021-01-10	6784
Austria	2021-01-11	11559
Austria	2021-01-12	13172
Austria	2021-01-13	20064
Austria	2021-01-14	29359
Austria	2021-01-15	39751
Austria	2021-01-16	50402
Austria	2021-01-17	55450
Austria	2021-01-18	60708	304
Austria	2021-01-19	70474	1034
Austria	2021-01-20	86888	2007
Austria	2021-01-21	105038	3214
Austria	2021-01-22	121216	3540
Austria	2021-01-23	132105	4243
Austria	2021-01-24	135249	4289
Austria	2021-01-25	137044	4306
Austria	2021-01-26	146587	4346
Austria	2021-01-27	153859	5126
Austria	2021-01-28	163806	5633
Austria	2021-01-29	174262	7157
Austria	2021-01-30	183628	13551
Austria	2021-01-31	185291	15207
Austria	2021-02-01	186479	15866
Austria	2021-02-02	189926	19062
Austria	2021-02-03	194287	28233
Austria	2021-02-04	198912	39329
Austria	2021-02-05	202160	50669
Austria	2021-02-06	208144	62123
Austria	2021-02-07	210239	66621
Bahrain	2020-12-23	38965
Bahrain	2020-12-24	50071
Bahrain	2020-12-25	50543
Bahrain	2020-12-26	51556
Bahrain	2020-12-27	53614
Bahrain	2020-12-28	55014
Bahrain	2020-12-29	56041
Bahrain	2020-12-30	57317
Bahrain	2020-12-31	58643
Bahrain	2021-01-01	59351
Bahrain	2021-01-02	60097
Bahrain	2021-01-03	60689
Bahrain	2021-01-04	61612
Bahrain	2021-01-05	63893
Bahrain	2021-01-06	68472
Bahrain	2021-01-07	72239
Bahrain	2021-01-08	78291
Bahrain	2021-01-09	84157
Bahrain	2021-01-10	89250
Bahrain	2021-01-11	92598
Bahrain	2021-01-12	97776
Bahrain	2021-01-13	101363
Bahrain	2021-01-14	109566
Bahrain	2021-01-15	122819
Bahrain	2021-01-16	137159
Bahrain	2021-01-17	141563
Bahrain	2021-01-18	142831
Bahrain	2021-01-19	143596
Bahrain	2021-01-20	144130
Bahrain	2021-01-26	165953
Bahrain	2021-01-27	167731
Bahrain	2021-01-28	169440
Bahrain	2021-01-29	169810
Bahrain	2021-01-30	170433
Bahrain	2021-01-31	171568
Bahrain	2021-02-01	172912
Bahrain	2021-02-02	174075
Bahrain	2021-02-03	175094
Bahrain	2021-02-04	177233
Bahrain	2021-02-05	179550
Bahrain	2021-02-06	182543
Bahrain	2021-02-07	191406
Bangladesh	2021-01-27	26
Bangladesh	2021-01-28	567
Belgium	2020-12-28	298
Belgium	2020-12-29	299
Belgium	2020-12-30	778
Belgium	2020-12-31	787
Belgium	2021-01-01	794
Belgium	2021-01-04	795
Belgium	2021-01-05	2354
Belgium	2021-01-06	6218
Belgium	2021-01-07	14340
Belgium	2021-01-08	23484
Belgium	2021-01-09	26671
Belgium	2021-01-10	27067
Belgium	2021-01-11	32518
Belgium	2021-01-12	47987
Belgium	2021-01-13	68578
Belgium	2021-01-14	91122
Belgium	2021-01-15	113580
Belgium	2021-01-16	118563
Belgium	2021-01-17	121705
Belgium	2021-01-18	132010	109
Belgium	2021-01-19	150367	290
Belgium	2021-01-20	170224	712
Belgium	2021-01-21	199623	712
Belgium	2021-01-22	228267	743
Belgium	2021-01-23	236053	750
Belgium	2021-01-24	237898	750
Belgium	2021-01-25	248400	750
Belgium	2021-01-26	258499	2108
Belgium	2021-01-27	271307	5208
Belgium	2021-01-28	285536	12079
Belgium	2021-01-29	296182	19774
Belgium	2021-01-30	297717	22413
Belgium	2021-01-31	298281	22719
Belgium	2021-02-01	301868	25964
Belgium	2021-02-02	310480	37801
Belgium	2021-02-03	318185	54502
Belgium	2021-02-04	323874	72412
Belgium	2021-02-05	327924	87952
Belgium	2021-02-06	328568	91372
Belgium	2021-02-07	328623	93303
Brazil	2021-01-17	112
Brazil	2021-01-18	1109
Brazil	2021-01-19	11470
Brazil	2021-01-20	28543
Brazil	2021-01-21	136519
Brazil	2021-01-22	245877
Brazil	2021-01-23	537774
Brazil	2021-01-24	604722
Brazil	2021-01-25	700608
Brazil	2021-01-26	848883
Brazil	2021-01-27	1129885
Brazil	2021-01-28	1450900
Brazil	2021-01-29	1656851
Brazil	2021-01-30	1923813
Brazil	2021-01-31	2046523
Brazil	2021-02-01	2107624
Brazil	2021-02-02	2292551
Brazil	2021-02-03	2521704
Brazil	2021-02-04	3073057
Brazil	2021-02-05	3074906
Brazil	2021-02-06	3399421	1962
Brazil	2021-02-07	3534004	19677
Bulgaria	2020-12-29	1719
Bulgaria	2020-12-30	4608
Bulgaria	2021-01-01	4739
Bulgaria	2021-01-05	5448
Bulgaria	2021-01-06	7913
Bulgaria	2021-01-07	11117
Bulgaria	2021-01-08	13355
Bulgaria	2021-01-09	13473
Bulgaria	2021-01-11	14161
Bulgaria	2021-01-12	15780
Bulgaria	2021-01-13	17038
Bulgaria	2021-01-14	17686
Bulgaria	2021-01-15	18126
Bulgaria	2021-01-16	18332
Bulgaria	2021-01-17	18453
Bulgaria	2021-01-18	18524	1114
Bulgaria	2021-01-19	19058	3168
Bulgaria	2021-01-20	19834	4293
Bulgaria	2021-01-21	20719	4532
Bulgaria	2021-01-22	21496	4605
Bulgaria	2021-01-23	21509	4610
Bulgaria	2021-01-24	21533	4610
Bulgaria	2021-01-25	22129	4669
Bulgaria	2021-01-26	23667	5455
Bulgaria	2021-01-27	25245	7672
Bulgaria	2021-01-28	26753	10883
Bulgaria	2021-01-29	27856	12949
Bulgaria	2021-01-30	27957	13063
Bulgaria	2021-01-31	28041	13084
Bulgaria	2021-02-01	28978	13656
Bulgaria	2021-02-02	30817	15100
Bulgaria	2021-02-03	33691	16433
Bulgaria	2021-02-04	36929	17096
Bulgaria	2021-02-05	39468	17392
Bulgaria	2021-02-06	39624	17392
Bulgaria	2021-02-07	39646	17392
Canada	2020-12-19	8734
Canada	2020-12-26	33734
Canada	2021-01-02	77521
Cayman Islands	2021-02-04	7811	3197
Chile	2020-12-24	420
Chile	2020-12-25	5191
Chile	2020-12-26	8335
Chile	2020-12-27	8646
Chile	2021-01-04	9051
Chile	2021-01-05	10494
Chile	2021-01-06	10699
Chile	2021-01-13	11743	2869
Chile	2021-01-14	12787	5739
Chile	2021-01-15	13755	8121
Chile	2021-01-16	13766	8171
Chile	2021-01-17	13781	8191
Chile	2021-01-18	24025	8360
Chile	2021-01-19	42564	8360
Chile	2021-01-20	45676	8360
Chile	2021-01-21	54458	8364
Chile	2021-01-22	54683	8364
Chile	2021-01-23	55575	8364
Chile	2021-01-25	55798	8488
Chile	2021-01-26	56551	10018
Chile	2021-01-27	56764	10332
Chile	2021-01-28	56764	10347
Chile	2021-01-29	56768	10347
Chile	2021-01-30	56771	10352
Chile	2021-02-02	67002	10397
Chile	2021-02-03	128287	10397
Chile	2021-02-04	281301	10636
Chile	2021-02-05	556754	13132
Chile	2021-02-06	592475	13169
Chile	2021-02-07	603588	13169
China	2020-12-15	1500000
China	2020-12-31	4500000
China	2021-01-09	9000000
China	2021-01-13	10000000
China	2021-01-20	15000000
China	2021-01-27	22767000
China	2021-01-31	24000000
China	2021-02-03	31200000
Costa Rica	2021-01-15	24804	55
Costa Rica	2021-01-18	29257	132
Costa Rica	2021-01-25	45707	2421
Costa Rica	2021-02-01	45863	11838
Croatia	2020-12-30	7864
Croatia	2021-01-03	12285
Croatia	2021-01-05	13798
Croatia	2021-01-07	20603
Croatia	2021-01-08	24985
Croatia	2021-01-09	30000
Croatia	2021-01-13	34553
Croatia	2021-01-14	38000
Croatia	2021-01-15	41532
Croatia	2021-01-16	45906
Croatia	2021-01-19	54304
Croatia	2021-01-25	58077	11907
Croatia	2021-02-01	58829	25099
Croatia	2021-02-03	59064	28865
Croatia	2021-02-04	59593	35912
Cyprus	2021-01-22	15322	2057
Cyprus	2021-01-29	19617	5551
Cyprus	2021-02-05	22813	10024
Czechia	2020-12-27	1257
Czechia	2020-12-28	3540
Czechia	2020-12-29	6997
Czechia	2020-12-30	10460
Czechia	2020-12-31	11764
Czechia	2021-01-01	12026
Czechia	2021-01-02	13282
Czechia	2021-01-03	14197
Czechia	2021-01-04	17763
Czechia	2021-01-05	22267
Czechia	2021-01-06	28064
Czechia	2021-01-07	35988
Czechia	2021-01-08	45921
Czechia	2021-01-09	47911
Czechia	2021-01-10	49622
Czechia	2021-01-11	59353
Czechia	2021-01-12	72693
Czechia	2021-01-13	86136
Czechia	2021-01-14	101161
Czechia	2021-01-15	114833
Czechia	2021-01-16	118147
Czechia	2021-01-17	120581	622
Czechia	2021-01-18	132562	2394
Czechia	2021-01-19	144547	5077
Czechia	2021-01-20	157464	7644
Czechia	2021-01-21	172342	9349
Czechia	2021-01-22	186640	10344
Czechia	2021-01-23	189457	11180
Czechia	2021-01-24	191659	12034
Czechia	2021-01-25	201111	14938
Czechia	2021-01-26	211372	18866
Czechia	2021-01-27	220155	23322
Czechia	2021-01-28	227148	29356
Czechia	2021-01-29	233148	37059
Czechia	2021-01-30	233862	38126
Czechia	2021-01-31	234557	39246
Czechia	2021-02-01	238208	46878
Czechia	2021-02-02	242144	56704
Czechia	2021-02-03	246370	67420
Czechia	2021-02-04	250705	79996
Czechia	2021-02-05	254830	89696
Czechia	2021-02-06	255643	91429
Czechia	2021-02-07	256440	93256
Denmark	2020-12-27	6647
Denmark	2020-12-28	8653
Denmark	2020-12-29	17785
Denmark	2020-12-30	29446
Denmark	2020-12-31	35789
Denmark	2021-01-01	38176
Denmark	2021-01-02	47246
Denmark	2021-01-03	53388
Denmark	2021-01-04	55844
Denmark	2021-01-05	69602
Denmark	2021-01-06	89759
Denmark	2021-01-07	107580
Denmark	2021-01-08	116192
Denmark	2021-01-09	118100
Denmark	2021-01-10	118916
Denmark	2021-01-11	119575
Denmark	2021-01-12	120036
Denmark	2021-01-13	132771
Denmark	2021-01-14	150717
Denmark	2021-01-15	165936	5
Denmark	2021-01-16	170543	12
Denmark	2021-01-17	173084	738
Denmark	2021-01-18	176959	2900
Denmark	2021-01-19	179451	5027
Denmark	2021-01-20	180972	6942
Denmark	2021-01-21	182501	9325
Denmark	2021-01-22	183160	15049
Denmark	2021-01-23	183944	22221
Denmark	2021-01-24	184563	28875
Denmark	2021-01-25	184808	31348
Denmark	2021-01-26	185024	33119
Denmark	2021-01-27	185237	37528
Denmark	2021-01-28	185481	45691
Denmark	2021-01-29	186602	63800
Denmark	2021-01-30	187841	76911
Denmark	2021-01-31	189093	89240
Denmark	2021-02-01	189839	96960
Denmark	2021-02-02	191890	99930
Denmark	2021-02-03	193447	106136
Denmark	2021-02-04	194879	116948
Denmark	2021-02-05	196469	130039
Denmark	2021-02-06	197377	135458
Denmark	2021-02-07	197710	136172
Ecuador	2021-01-22	108
Ecuador	2021-01-28	2982
Ecuador	2021-02-04	6228
England	2020-12-13	55295
England	2020-12-20	573306
England	2020-12-27	840349
England	2021-01-03	1168717	20495
England	2021-01-10	1959151	374613
England	2021-01-11	2080280	393925
England	2021-01-12	2254556	407294
England	2021-01-13	2494371	415656
England	2021-01-14	2769164	420510
England	2021-01-15	3090058	424327
England	2021-01-16	3365492	426102
England	2021-01-17	3520056	427386
England	2021-01-18	3687206	431136
England	2021-01-19	3985579	434125
England	2021-01-20	4303730	436848
England	2021-01-21	4661293	439182
England	2021-01-22	5085771	440300
England	2021-01-23	5529101	441074
England	2021-01-24	5727693	441684
England	2021-01-25	5962544	443010
England	2021-01-26	6221850	444011
England	2021-01-27	6473752	445101
England	2021-01-28	6816945	446372
England	2021-01-29	7253305	447898
England	2021-01-30	7792996	458150
England	2021-01-31	8082355	460907
England	2021-02-01	8362868	462503
England	2021-02-02	8663041	463889
England	2021-02-03	9041835	466171
England	2021-02-04	9430261	468782
England	2021-02-05	9831897	470723
England	2021-02-06	10290215	471324
Estonia	2021-01-28	25415	6214
Estonia	2021-01-29	26412	7607
Estonia	2021-01-30	27633	9597
Estonia	2021-01-31	27900	10155
Estonia	2021-02-01	28186	10408
Estonia	2021-02-02	28907	11310
Estonia	2021-02-03	30158	12842
Estonia	2021-02-04	31864	14330
Estonia	2021-02-05	33927	15871
Estonia	2021-02-06	35492	17376
Estonia	2021-02-07	35905	17519
Faeroe Islands	2021-01-29	3993	1
Faeroe Islands	2021-02-06	4051	606
Finland	2021-01-25	106098	4553
Finland	2021-01-26	110047	6960
Finland	2021-01-27	117555	9355
Finland	2021-01-28	127783	10540
Finland	2021-01-29	137551	14239
Finland	2021-01-30	144520	17757
Finland	2021-02-01	145557	18203
Finland	2021-02-02	145770	18203
Finland	2021-02-03	149951	23421
Finland	2021-02-04	159624	34293
Finland	2021-02-05	164636	42667
Finland	2021-02-06	169194	48650
Finland	2021-02-07	170335	49781
France	2020-12-27	13
France	2020-12-28	52
France	2020-12-29	138
France	2020-12-30	237
France	2020-12-31	316
France	2021-01-01	325
France	2021-01-02	367
France	2021-01-03	441
France	2021-01-04	1800
France	2021-01-05	6744
France	2021-01-06	17064
France	2021-01-07	43282
France	2021-01-08	76022
France	2021-01-09	86315
France	2021-01-10	91629
France	2021-01-11	125412
France	2021-01-12	179119
France	2021-01-13	235786
France	2021-01-14	306206
France	2021-01-15	364846
France	2021-01-16	382326
France	2021-01-17	391910
France	2021-01-18	468073
France	2021-01-19	585735
France	2021-01-20	708973
France	2021-01-21	850380
France	2021-01-22	959716
France	2021-01-23	995147
France	2021-01-24	1003968
France	2021-01-25	1075045
France	2021-01-26	1165852	5412
France	2021-01-27	1262972	11739
France	2021-01-28	1372680	24201
France	2021-01-29	1453325	41318
France	2021-01-30	1479909	45468
France	2021-01-31	1486493	47137
France	2021-02-01	1541079	67993
France	2021-02-02	1615088	102297
France	2021-02-03	1687026	138956
France	2021-02-04	1772602	189524
France	2021-02-05	1843763	233274
France	2021-02-06	1866091	243550
Germany	2020-12-27	23455
Germany	2020-12-28	42671
Germany	2020-12-29	85664
Germany	2020-12-30	142913
Germany	2020-12-31	180314
Germany	2021-01-01	204489
Germany	2021-01-02	255112
Germany	2021-01-03	279877
Germany	2021-01-04	328412
Germany	2021-01-05	379953
Germany	2021-01-06	437893
Germany	2021-01-07	495628
Germany	2021-01-08	554642
Germany	2021-01-09	610384
Germany	2021-01-10	643051
